order_id,order_date,customer_id,channel,category,item_price,quantity,discount_pct,order_value,payment_method,delivery_days,customer_region,customer_tenure_days,customer_prior_orders,marketing_opt_in,export_seq,returned
ORD-100999,2025-04-20,10527,web,home,62.53,1,0,62.53,paypal,6,North,328,2,False,1002,0
ORD-101000,2025-04-02,10812,web,sports,125.03,1,0,125.03,voucher,3,North,325,0,False,1141,0
ORD-101001,2025-12-21,10427,web,electronics,127.2,1,0,127.2,card,2,North,67,1,True,1937,0
ORD-101002,2025-09-08,10626,web,home,82.07,1,5,77.97,card,9,North,666,2,False,1020,0
ORD-101003,2025-05-04,10814,web,home,83.17,1,0,83.17,paypal,3,London,1706,0,True,767,0
ORD-101004,2025-04-24,10051,web,beauty,30.08,1,0,30.08,card,1,London,168,0,False,1385,0
ORD-101005,2025-05-31,10161,web,footwear,91.27,1,0,91.27,card,1,Scotland,371,1,False,672,0
ORD-101006,2025-05-21,10395,web,electronics,170.58,2,0,341.16,card,3,North,2250,2,False,383,0
ORD-101007,2025-10-25,10670,phone,apparel,63.05,2,0,126.1,paypal,5,Midlands,436,0,False,1204,0
ORD-101008,2025-04-19,10056,web,home,94.93,1,0,94.93,card,3,South,1717,0,True,1341,0
ORD-101009,2025-03-12,10966,web,footwear,47.71,3,0,143.13,bnpl,2,Midlands,1666,1,True,501,1
ORD-101010,2025-04-28,10746,web,home,124.67,2,0,249.34,paypal,3,North,1274,1,False,1938,0
ORD-101011,2025-01-25,10916,web,sports,25.43,3,5,72.48,card,2,London,1450,1,False,1065,0
ORD-101012,2025-07-09,10128,web,footwear,30.05,1,15,25.54,card,1,Midlands,327,0,True,287,0
ORD-101013,2025-11-13,10577,web,electronics,165.73,2,0,331.46,card,5,Scotland,1379,2,False,775,0
ORD-101014,2025-09-09,10339,web,electronics,238.22,1,0,238.22,card,14,London,2073,3,True,196,1
ORD-101015,2025-11-06,11055,web,beauty,38.25,1,0,38.25,card,2,South,2154,5,False,1987,0
ORD-101016,2025-10-17,10160,web,footwear,70.81,2,15,120.38,paypal,4,London,2396,2,False,133,1
ORD-101017,2025-12-23,10434,web,home,49.29,1,5,46.83,card,3,London,246,5,False,1921,0
ORD-101018,2025-01-20,10985,web,home,66.47,2,0,132.94,card,9,North,1554,0,True,825,0
ORD-101019,2025-11-28,10716,web,apparel,67.17,1,20,53.74,card,1,North,1268,1,True,1531,0
ORD-101020,2025-09-09,10588,web,apparel,32.41,1,0,32.41,card,4,Scotland,1040,4,False,179,0
ORD-101021,2025-05-25,10109,web,home,80.62,1,0,80.62,card,4,NI,2224,1,True,379,1
ORD-101022,2025-03-01,10868,web,home,29.76,1,0,29.76,bnpl,3,Midlands,481,0,False,508,1
ORD-101023,2025-09-24,11040,web,apparel,50.53,2,0,101.06,card,2,Scotland,1308,0,True,180,0
ORD-101024,2025-08-29,10513,web,apparel,37.27,1,0,37.27,paypal,1,South,233,3,False,207,0
ORD-101025,2025-11-08,10850,web,home,60.16,2,0,120.32,paypal,2,Wales,1383,1,False,699,0
ORD-101026,2025-03-10,10875,web,apparel,35.95,1,0,35.95,card,5,Midlands,1509,0,True,1138,0
ORD-101027,2025-02-18,10052,web,home,31.62,2,20,50.59,card,3,North,867,0,False,1012,0
ORD-101028,2025-04-04,10619,web,sports,134.22,1,0,134.22,card,6,Scotland,946,2,True,1535,0
ORD-101029,2025-01-08,10306,web,footwear,75.0,1,15,63.75,card,6,North,2268,0,False,2002,0
ORD-101030,2025-10-18,10471,web,beauty,22.07,2,0,44.14,card,7,North,1889,0,False,635,0
ORD-101031,2025-04-03,10173,web,sports,185.27,2,0,370.54,paypal,6,London,1643,1,True,1772,0
ORD-101032,2025-10-03,10695,web,footwear,77.91,1,0,77.91,card,4,London,2336,1,True,1826,0
ORD-101033,2025-09-28,10101,web,apparel,50.62,1,5,48.09,bnpl,2,NI,898,0,True,135,0
ORD-101034,2025-08-14,10001,web,apparel,64.53,4,0,258.12,card,4,North,2156,1,True,694,0
ORD-101035,2025-12-30,10537,web,footwear,56.4,2,20,90.24,card,6,London,1920,2,True,23,1
ORD-101036,2025-11-11,10882,web,footwear,116.4,2,0,232.8,bnpl,3,North,1848,1,True,1355,0
ORD-101037,2025-12-02,10048,web,home,102.96,1,0,102.96,bnpl,3,North,673,0,True,1106,0
ORD-101038,2025-01-03,10464,web,apparel,37.37,1,0,37.37,card,1,North,209,0,False,591,1
ORD-101039,2025-02-18,11042,web,footwear,59.78,1,5,56.79,card,2,Scotland,1351,0,False,514,0
ORD-101040,2025-08-23,10834,web,electronics,91.86,2,20,146.98,card,3,London,256,1,False,1618,0
ORD-101041,2025-04-11,10231,web,beauty,20.99,1,0,20.99,card,1,North,400,0,True,690,0
ORD-101042,2025-12-18,10965,web,home,56.89,1,0,56.89,card,2,North,366,5,True,1444,0
ORD-101043,2025-04-09,10007,web,apparel,21.2,1,20,16.96,bnpl,5,South,777,0,True,1032,0
ORD-101044,2025-08-13,10147,web,apparel,37.11,2,0,74.22,bnpl,6,London,1878,0,True,204,0
ORD-101045,2025-03-09,10775,web,home,57.27,2,5,108.81,card,3,Midlands,1947,1,True,625,0
ORD-101046,2025-03-11,10865,web,home,60.43,1,0,60.43,card,5,Midlands,1814,0,True,507,1
ORD-101047,2025-08-18,11060,web,home,128.69,1,10,115.82,card,2,South,1396,3,False,1672,0
ORD-101048,2025-03-08,10463,web,sports,47.48,1,10,42.73,card,2,North,442,1,False,1140,0
ORD-101049,2025-08-13,10945,web,home,126.46,1,20,101.17,card,3,Wales,108,1,False,862,0
ORD-101050,2025-06-09,10324,web,beauty,42.75,1,10,38.48,card,4,London,1524,0,False,352,0
ORD-101051,2025-03-23,10406,web,sports,39.9,1,20,31.92,card,8,North,1966,0,True,910,0
ORD-101052,2025-10-01,10931,web,apparel,20.01,2,0,40.02,paypal,4,London,2028,0,True,1838,0
ORD-101053,2025-11-23,10850,web,electronics,225.52,1,0,225.52,voucher,6,Wales,1383,2,False,1743,0
ORD-101054,2025-10-30,10165,web,apparel,27.98,1,0,27.98,card,1,London,1903,2,True,2015,0
ORD-101055,2025-09-15,10619,web,electronics,281.93,1,0,281.93,paypal,3,Scotland,946,3,True,1018,0
ORD-101056,2025-02-28,10837,web,apparel,37.5,2,0,75.0,paypal,3,Wales,2146,1,True,1097,0
ORD-101057,2025-05-27,10267,web,electronics,116.42,4,0,465.68,paypal,3,London,1008,1,False,392,1
ORD-101058,2025-03-01,10929,web,electronics,233.84,2,0,467.68,paypal,2,Midlands,1616,1,False,512,1
ORD-101059,2025-07-01,10257,web,footwear,48.04,1,0,48.04,card,1,South,2337,0,False,321,1
ORD-101060,2025-08-03,11014,web,beauty,28.38,1,0,28.38,paypal,1,London,764,2,True,1756,0
ORD-101061,2025-07-12,10312,web,footwear,59.21,1,40,35.53,card,4,London,470,4,True,682,0
ORD-101062,2025-12-01,10816,web,electronics,206.64,1,0,206.64,card,6,NI,1364,0,True,61,1
ORD-101063,2025-10-31,10457,web,apparel,72.0,2,40,86.4,card,6,North,473,2,True,105,1
ORD-101064,2025-05-09,10025,web,apparel,41.47,1,0,41.47,card,2,South,815,1,True,1128,0
ORD-101065,2025-08-26,11056,web,sports,125.19,1,0,125.19,card,4,South,1346,0,True,1863,0
ORD-101066,2025-08-05,10979,web,electronics,284.27,1,10,255.84,card,4,North,1402,1,True,1167,0
ORD-101067,2025-04-09,11028,web,home,48.98,1,15,41.63,bnpl,3,North,1851,0,False,1612,0
ORD-101068,2025-11-27,10026,web,home,101.48,2,0,202.96,paypal,9,London,181,0,True,742,0
ORD-101069,2025-11-26,10377,web,apparel,52.94,1,0,52.94,paypal,5,North,1711,3,True,53,0
ORD-101070,2025-12-19,10320,web,apparel,37.97,1,0,37.97,bnpl,3,North,511,0,False,30,1
ORD-101071,2025-05-28,10359,web,sports,141.99,1,0,141.99,card,4,Scotland,411,0,True,1806,0
ORD-101072,2025-02-26,10895,web,footwear,58.45,1,0,58.45,card,4,Midlands,749,1,False,511,1
ORD-101073,2025-08-22,10213,web,beauty,9.36,1,0,9.36,paypal,5,London,1647,0,True,1316,0
ORD-101074,2025-08-11,10337,web,apparel,60.61,1,0,60.61,card,1,Wales,2093,4,True,1166,0
ORD-101075,2025-01-16,10377,web,home,110.64,1,0,110.64,voucher,3,North,1711,0,True,724,0
ORD-101076,2025-06-13,10165,web,electronics,242.36,1,10,218.12,card,4,London,1903,1,True,1001,0
ORD-101077,2025-05-25,10652,web,apparel,21.64,2,10,38.95,paypal,1,NI,339,1,False,2014,0
ORD-101078,2025-09-22,10795,web,home,128.81,2,0,257.62,paypal,6,NI,222,2,True,1635,0
ORD-101079,2025-05-14,10975,web,home,52.04,1,0,52.04,card,3,South,857,1,True,1631,0
ORD-101080,2025-03-16,10054,web,apparel,33.85,1,0,33.85,card,4,South,548,1,True,1860,0
ORD-101081,2025-01-07,10381,web,home,97.11,1,20,77.69,card,3,Wales,760,0,False,1622,0
ORD-101082,2025-06-11,10410,web,sports,144.87,3,15,369.42,paypal,10,London,879,0,False,1968,0
ORD-101083,2025-07-06,10132,web,home,43.95,1,10,39.56,voucher,7,Midlands,1651,1,False,1416,0
ORD-101084,2025-04-03,10602,web,beauty,23.2,1,10,20.88,bnpl,5,Scotland,1011,0,True,1139,0
ORD-101085,2025-07-18,10975,web,footwear,81.32,3,10,219.56,voucher,1,South,857,4,True,1100,0
ORD-101086,2025-03-17,10084,web,beauty,31.06,1,10,27.95,voucher,2,South,2024,0,False,1397,0
ORD-101087,2025-11-04,10376,web,beauty,39.07,1,5,37.12,card,5,London,942,2,False,881,0
ORD-101088,2025-12-17,10017,web,electronics,214.29,1,0,214.29,card,1,Wales,52,1,True,50,1
ORD-101089,2025-02-25,11032,web,apparel,42.45,1,15,36.08,paypal,7,Midlands,2007,0,True,1703,0
ORD-101090,2025-06-05,10361,web,apparel,66.36,1,20,53.09,card,3,London,1707,2,False,1399,0
ORD-101091,2025-03-24,10195,web,apparel,33.83,1,25,25.37,paypal,2,London,1736,0,True,1214,0
ORD-101092,2025-11-12,10192,web,home,43.26,1,15,36.77,card,11,Midlands,2377,2,True,1309,0
ORD-101093,2025-03-15,11021,web,sports,86.65,1,0,86.65,card,3,London,1760,0,False,1991,0
ORD-101094,2025-04-12,10524,web,apparel,53.68,1,25,40.26,card,3,Midlands,2114,1,True,428,1
ORD-101095,2025-07-21,10215,web,electronics,365.03,1,20,292.02,card,3,Wales,1317,2,True,1407,0
ORD-101096,2025-06-05,10371,web,apparel,50.55,1,0,50.55,voucher,2,London,449,2,False,951,0
ORD-101097,2025-09-20,10652,web,apparel,28.0,1,0,28.0,card,4,NI,339,2,False,171,1
ORD-101098,2025-05-17,10395,web,home,51.54,1,10,46.39,card,1,North,2250,1,False,1527,0
ORD-101099,2025-11-19,10059,web,sports,113.34,1,20,90.67,bnpl,4,Wales,1594,2,True,70,1
ORD-101100,2025-05-01,10198,phone,apparel,68.35,1,0,68.35,paypal,3,Midlands,191,1,False,417,1
ORD-101101,2025-09-18,10879,web,home,18.81,1,0,18.81,card,3,London,186,1,False,1255,0
ORD-101102,2025-08-04,10018,web,home,53.43,1,0,53.43,paypal,4,South,430,1,True,740,0
ORD-101103,2025-09-23,10395,web,apparel,33.62,1,0,33.62,card,2,North,2250,4,False,1573,0
ORD-101104,2025-11-10,10452,web,apparel,75.67,1,0,75.67,card,3,North,1775,1,True,1803,0
ORD-101105,2025-03-27,10041,web,footwear,79.69,1,0,79.69,card,5,North,2156,0,False,1807,0
ORD-101106,2025-08-09,10132,web,beauty,12.28,1,25,9.21,paypal,3,Midlands,1651,2,False,1231,0
ORD-101107,2025-11-11,10977,phone,electronics,209.25,2,0,418.5,card,3,London,835,2,True,664,0
ORD-101108,2025-05-01,10458,web,apparel,72.37,2,15,123.03,card,1,South,2073,1,False,406,1
ORD-101109,2025-01-02,10837,web,apparel,58.58,1,10,52.72,paypal,3,Wales,2146,0,True,578,0
ORD-101110,2025-03-09,10361,web,apparel,58.58,2,20,93.73,paypal,4,London,1707,0,False,497,1
ORD-101111,2025-07-25,10291,web,footwear,125.81,1,0,125.81,bnpl,2,South,1326,0,True,268,1
ORD-101112,2025-06-08,10495,web,sports,121.41,2,0,242.82,card,6,London,2103,0,True,1833,0
ORD-101113,2025-07-07,10137,web,apparel,63.28,1,30,44.3,card,3,North,1672,1,True,1639,0
ORD-101114,2025-03-05,10846,web,apparel,43.57,1,0,43.57,card,3,Scotland,2212,0,False,1923,0
ORD-101115,2025-04-01,10170,web,apparel,34.34,2,0,68.68,card,4,London,1106,0,True,616,0
ORD-101116,2025-08-12,10344,web,home,33.93,1,15,28.84,bnpl,3,Midlands,2239,1,True,1564,0
ORD-101117,2025-01-02,10949,web,home,119.8,3,5,341.43,paypal,7,South,1435,0,True,1868,0
ORD-101118,2025-01-27,10386,web,footwear,91.4,1,0,91.4,card,5,Scotland,62,0,True,545,1
ORD-101119,2025-12-13,10862,web,electronics,258.69,2,0,517.38,bnpl,5,London,1531,0,False,656,0
ORD-101120,2025-05-24,10027,web,electronics,186.4,2,10,335.52,card,1,Midlands,2310,0,False,367,0
ORD-101121,2025-07-12,10677,web,beauty,18.76,2,15,31.89,paypal,5,London,2287,2,True,302,0
ORD-101122,2025-01-02,10078,web,sports,52.54,1,0,52.54,bnpl,2,Wales,2350,0,False,596,1
ORD-101123,2025-07-30,10681,web,electronics,212.85,3,0,638.55,card,4,Scotland,1126,3,False,270,1
ORD-101124,2025-07-15,10810,web,electronics,133.38,1,0,133.38,card,-999,North,2378,1,True,260,1
ORD-101125,2025-09-22,10399,web,home,69.34,1,0,69.34,bnpl,5,North,869,1,True,1764,0
ORD-101126,2025-04-12,10153,web,home,86.54,1,0,86.54,paypal,3,Midlands,885,1,False,844,0
ORD-101127,2025-04-01,10884,web,apparel,33.72,1,0,33.72,card,4,Midlands,314,1,True,612,0
ORD-101128,2025-09-09,10575,web,apparel,83.76,2,40,100.51,card,2,South,1185,0,True,1078,0
ORD-101129,2025-04-07,10652,web,home,76.26,1,0,76.26,card,2,NI,339,0,False,1129,0
ORD-101130,2025-05-16,10112,web,apparel,25.38,1,0,25.38,card,4,South,36,0,True,380,1
ORD-101131,2025-01-16,10123,web,apparel,61.18,1,0,61.18,paypal,2,Midlands,1167,0,False,571,1
ORD-101132,2025-10-01,10886,web,apparel,39.49,1,10,35.54,card,2,South,520,1,False,190,1
ORD-101133,2025-01-04,10830,web,home,51.38,2,0,102.76,bnpl,2,London,440,0,False,1208,0
ORD-101134,2025-06-11,10350,web,footwear,57.54,2,20,92.06,paypal,1,London,1733,3,True,1194,0
ORD-101135,2025-12-07,10223,web,electronics,86.82,3,25,195.34,bnpl,2,North,1358,0,True,1966,0
ORD-101136,2025-07-11,10903,web,apparel,67.78,2,0,135.56,bnpl,5,Wales,960,1,True,1699,0
ORD-101137,2025-11-16,10185,web,footwear,38.08,2,30,53.31,card,2,South,1128,0,False,1608,0
ORD-101138,2025-10-01,10275,web,apparel,33.1,1,0,33.1,card,3,Midlands,1799,2,False,730,0
ORD-101139,2025-03-16,11022,web,home,68.54,3,0,205.62,card,5,South,1933,0,False,921,0
ORD-101140,2025-03-01,10520,web,apparel,50.29,1,0,50.29,card,2,South,961,0,True,997,0
ORD-101141,2025-08-28,10176,web,home,44.5,2,20,71.2,card,2,Midlands,1702,1,False,965,0
ORD-101141,2025-08-28,10176,web,home,44.5,2,20,71.2,card,2,Midlands,1773,1,False,1933,0
ORD-101142,2025-08-31,10524,web,apparel,37.52,2,30,52.53,card,1,Midlands,2114,2,True,191,0
ORD-101143,2025-11-13,10568,web,apparel,30.0,2,10,54.0,card,2,North,552,0,False,88,0
ORD-101144,2025-11-30,10621,web,apparel,50.27,2,0,100.54,card,3,London,546,1,True,884,0
ORD-101144,2025-11-30,10621,web,apparel,50.27,2,0,100.54,card,3,London,506,1,True,1566,0
ORD-101145,2025-08-31,10546,web,electronics,79.84,1,5,75.85,card,1,South,1322,3,False,738,0
ORD-101146,2025-11-26,11008,web,apparel,62.79,2,0,125.58,card,3,Scotland,1120,1,False,1248,0
ORD-101147,2025-09-04,11047,web,home,76.39,2,0,152.78,card,4,London,1158,1,False,2019,0
ORD-101148,2025-08-02,10267,web,footwear,39.11,2,0,78.22,card,2,London,1008,2,False,257,0
ORD-101149,2025-12-29,10486,web,home,141.45,3,25,318.26,card,4,North,558,5,True,11,1
ORD-101150,2025-04-24,10304,web,apparel,61.83,3,0,185.49,voucher,5,North,2359,0,True,1112,0
ORD-101151,2025-08-21,10352,web,apparel,64.46,1,10,58.01,voucher,1,Midlands,911,0,True,908,0
ORD-101152,2025-02-07,10113,web,apparel,43.94,1,15,37.35,card,3,London,300,0,False,746,0
ORD-101152,2025-02-07,10113,web,apparel,43.94,1,15,37.35,card,3,NI,241,0,False,1153,0
ORD-101153,2025-08-03,10305,web,footwear,90.4,1,20,72.32,card,5,London,621,0,True,609,0
ORD-101154,2025-03-15,10661,web,beauty,20.46,1,0,20.46,card,9,South,2037,1,False,1027,0
ORD-101155,2025-06-03,11009,web,home,122.43,1,0,122.43,card,2,Wales,1431,0,True,365,1
ORD-101156,2025-10-06,10216,web,home,40.12,1,0,40.12,voucher,2,London,2274,0,False,1465,0
ORD-101157,2025-09-20,10103,web,apparel,42.54,2,0,85.08,card,10,South,1221,1,True,164,1
ORD-101158,2025-04-10,10980,web,beauty,30.31,1,0,30.31,card,2,London,386,0,False,471,0
ORD-101159,2025-12-08,10785,web,sports,77.29,2,20,123.66,card,8,South,2072,2,False,1199,0
ORD-101160,2025-03-25,10859,web,beauty,22.23,1,10,20.01,card,6,North,1075,1,True,1449,0
ORD-101161,2025-01-22,10501,web,apparel,34.65,2,0,69.3,voucher,2,South,1079,0,False,1763,0
ORD-101162,2025-03-01,10566,web,footwear,95.73,2,0,191.46,card,3,South,832,0,True,1340,0
ORD-101163,2025-07-11,10236,web,apparel,39.21,1,0,39.21,paypal,3,NI,89,0,True,1213,0
ORD-101164,2025-03-08,10884,web,apparel,45.19,2,5,85.86,card,3,Midlands,314,0,True,1168,0
ORD-101165,2025-06-03,10681,web,sports,97.99,1,0,97.99,card,1,Scotland,1126,2,False,370,1
ORD-101166,2025-02-28,10955,phone,apparel,63.13,2,0,126.26,card,7,North,1954,0,False,521,1
ORD-101167,2025-08-21,10969,web,electronics,132.09,1,0,132.09,card,4,Midlands,2089,0,True,1811,0
ORD-101168,2025-11-20,11047,web,beauty,37.21,2,0,74.42,card,7,London,1158,2,False,1494,0
ORD-101169,2025-12-08,10045,web,footwear,90.74,2,0,181.48,card,4,South,2280,0,False,63,1
ORD-101170,2025-06-30,10728,web,footwear,82.4,3,15,210.12,card,3,Midlands,683,0,True,1251,0
ORD-101171,2025-02-03,10344,web,footwear,81.78,3,0,245.34,card,2,Midlands,2239,0,True,969,0
ORD-101172,2025-08-22,10515,web,footwear,76.87,3,20,184.49,card,5,South,2388,2,True,801,0
ORD-101173,2025-05-11,10791,web,footwear,106.19,1,15,90.26,card,7,NI,549,4,True,402,1
ORD-101174,2025-12-18,10751,web,beauty,19.76,1,0,19.76,paypal,6,Midlands,2250,1,False,2,0
ORD-101175,2025-12-09,10249,web,electronics,156.09,1,0,156.09,bnpl,3,Midlands,1480,2,True,1457,0
ORD-101176,2025-01-19,10932,web,footwear,87.53,2,10,157.55,card,5,Scotland,153,0,True,585,0
ORD-101177,2025-06-01,10561,web,home,77.88,1,0,77.88,paypal,2,Midlands,1267,1,True,652,0
ORD-101178,2025-04-05,10749,web,electronics,249.87,1,0,249.87,card,4,North,1734,0,True,409,0
ORD-101179,2025-08-08,10539,web,beauty,37.58,1,25,28.18,card,3,Midlands,2166,0,True,1504,0
ORD-101180,2025-10-13,10983,web,apparel,39.71,2,5,75.45,card,4,North,501,0,True,1775,0
ORD-101181,2025-07-18,10671,web,sports,103.33,1,0,103.33,card,4,Midlands,1169,1,True,279,1
ORD-101182,2025-09-09,10810,web,apparel,41.98,1,0,41.98,paypal,2,North,2378,2,True,203,1
ORD-101183,2025-03-12,10117,web,apparel,69.98,1,0,69.98,card,4,South,1266,0,True,476,0
ORD-101184,2025-10-16,10462,web,home,100.31,1,0,100.31,card,10,NI,943,0,True,1170,0
ORD-101185,2025-10-09,10255,web,apparel,37.51,1,0,37.51,bnpl,2,London,1299,0,False,2029,0
ORD-101186,2025-02-11,10363,web,home,70.0,1,5,66.5,paypal,1,London,1727,0,False,725,0
ORD-101187,2025-06-21,10123,web,electronics,161.87,1,0,161.87,card,6,Midlands,1167,3,False,1780,0
ORD-101188,2025-11-06,10868,web,apparel,62.48,1,15,53.11,card,3,Midlands,481,3,False,120,1
ORD-101189,2025-04-20,10963,web,footwear,59.13,1,0,59.13,paypal,3,South,1147,0,True,1718,0
ORD-101190,2025-01-21,10263,web,electronics,215.47,1,5,204.7,card,3,NI,1333,0,False,583,1
ORD-101191,2025-08-10,10760,web,home,0.0,2,30,148.57,card,1,Wales,1479,0,False,715,0
ORD-101192,2025-10-02,10801,web,apparel,35.21,1,15,29.93,voucher,6,London,829,1,True,1346,0
ORD-101193,2025-01-11,10301,web,apparel,19.98,1,0,19.98,card,5,North,1340,0,True,1183,0
ORD-101194,2025-03-17,10844,web,beauty,36.68,2,0,73.36,voucher,1,South,1156,1,True,1793,0
ORD-101195,2025-02-17,10871,web,home,98.41,2,30,137.77,card,2,London,139,0,False,1121,0
ORD-101196,2025-12-07,10214,web,home,67.93,1,15,57.74,paypal,3,North,673,1,True,62,0
ORD-101197,2025-06-10,10208,web,apparel,47.57,1,20,38.06,card,5,NI,1782,0,False,332,0
ORD-101198,2025-07-24,10528,web,apparel,49.83,1,0,49.83,card,1,Wales,225,0,True,1993,0
ORD-101198,2025-07-24,10528,web,apparel,49.83,1,0,49.83,card,1,NI,159,0,True,1617,0
ORD-101199,2025-12-10,10145,web,apparel,44.29,1,0,44.29,card,3,London,1489,3,False,718,0
ORD-101200,2025-11-25,10985,web,apparel,38.16,1,0,38.16,paypal,4,North,1554,2,True,756,0
ORD-101201,2025-10-30,10565,web,apparel,49.75,1,5,47.26,card,1,South,1761,0,False,925,0
ORD-101202,2025-07-07,10890,web,home,55.56,1,0,55.56,paypal,4,South,545,1,False,1349,0
ORD-101203,2025-11-30,10452,web,electronics,305.81,2,0,611.62,card,2,North,1775,2,True,1972,0
ORD-101204,2025-09-03,10992,web,sports,38.6,2,0,77.2,bnpl,3,South,1009,1,False,1965,0
ORD-101205,2025-04-18,10723,web,beauty,20.82,1,15,17.7,card,1,London,339,0,False,1549,0
ORD-101206,2025-07-07,10125,web,footwear,43.41,1,0,43.41,card,8,Wales,1553,0,False,283,1
ORD-101207,2025-10-27,10600,web,footwear,111.32,1,0,111.32,card,3,Scotland,926,0,True,123,1
ORD-101208,2025-12-10,10028,web,sports,87.35,1,5,82.98,paypal,7,London,185,3,False,1673,0
ORD-101209,2025-11-23,10842,web,footwear,85.3,2,10,153.54,card,2,Midlands,66,2,False,1721,0
ORD-101210,2025-08-20,10663,phone,home,114.94,1,0,114.94,card,4,Wales,1314,0,True,1944,0
ORD-101211,2025-06-21,10529,web,apparel,30.18,2,0,60.36,bnpl,3,South,2306,1,False,330,1
ORD-101212,2025-04-19,10198,web,electronics,318.68,2,0,637.36,card,3,Midlands,191,0,False,444,1
ORD-101213,2025-04-14,10407,web,sports,92.34,2,0,184.68,card,4,NI,1688,0,False,1846,0
ORD-101214,2025-05-31,10959,web,electronics,300.94,1,0,300.94,card,3,Midlands,1362,1,True,1992,0
ORD-101215,2025-05-27,10807,web,footwear,61.53,1,0,61.53,card,5,Wales,2113,0,True,766,0
ORD-101216,2025-04-12,10588,web,home,54.58,1,20,43.66,card,3,Scotland,1040,1,False,1686,0
ORD-101217,2025-05-04,10476,web,apparel,45.57,2,0,91.14,card,4,Midlands,584,2,True,1755,0
ORD-101218,2025-01-16,10436,web,footwear,42.08,2,10,75.74,card,3,North,199,0,True,565,1
ORD-101219,2025-11-07,10600,web,beauty,10.03,1,0,10.03,card,5,Scotland,926,2,True,1958,0
ORD-101220,2025-08-24,10189,web,electronics,160.91,1,5,152.86,card,5,London,148,1,True,897,0
ORD-101221,2025-02-02,10175,web,home,83.65,1,20,66.92,card,3,London,1820,0,False,558,1
ORD-101222,2025-09-23,10513,web,electronics,175.24,1,15,148.95,card,3,South,233,5,False,1614,0
ORD-101223,2025-11-14,10341,web,apparel,64.62,1,15,54.93,bnpl,3,London,135,1,True,73,1
ORD-101224,2025-04-10,10950,web,apparel,35.57,1,25,26.68,card,7,London,546,2,True,434,1
ORD-101225,2025-05-17,10787,web,apparel,40.52,3,20,97.25,paypal,4,South,122,0,True,387,1
ORD-101226,2025-04-29,10206,web,electronics,103.35,1,0,103.35,paypal,5,NI,365,2,False,1848,0
ORD-101227,2025-05-12,10997,web,sports,98.87,3,0,296.61,card,4,Scotland,1102,0,False,1876,0
ORD-101228,2025-05-08,10368,web,electronics,221.64,1,5,210.56,card,10,London,1259,0,False,1380,0
ORD-101229,2025-08-11,10468,web,footwear,55.96,3,0,167.88,bnpl,3,South,1585,1,True,250,1
ORD-101230,2025-06-07,10504,web,beauty,24.53,1,15,20.85,paypal,5,Midlands,75,1,True,364,1
ORD-101231,2025-04-04,10184,web,beauty,26.75,2,0,53.5,paypal,4,South,323,0,False,1151,0
ORD-101232,2025-06-30,11002,web,sports,24.64,1,10,22.18,voucher,1,London,2241,0,True,300,0
ORD-101233,2025-05-20,10417,web,home,24.53,1,30,17.17,card,5,North,460,0,True,667,0
ORD-101234,2025-06-09,10103,web,beauty,27.46,1,0,27.46,card,4,South,1221,0,True,1376,0
ORD-101235,2025-12-21,10617,phone,apparel,23.45,1,25,17.59,card,5,Midlands,1433,0,False,630,0
ORD-101236,2025-06-13,10952,web,apparel,57.14,1,0,57.14,card,3,South,2039,1,False,1601,0
ORD-101237,2025-06-18,10068,web,footwear,54.11,2,0,108.22,card,5,London,724,1,False,329,1
ORD-101238,2025-03-18,10186,web,home,116.41,1,5,110.59,card,5,North,1385,0,False,494,1
ORD-101239,2025-03-20,10903,web,apparel,47.49,1,30,33.24,card,3,Wales,960,0,True,1902,0
ORD-101240,2025-08-12,10701,phone,electronics,301.17,3,0,903.51,voucher,4,South,774,2,True,1353,0
ORD-101241,2025-06-29,10259,web,home,76.28,1,10,68.65,paypal,2,South,1212,0,False,1924,0
ORD-101242,2025-10-03,10427,web,electronics,144.46,1,10,130.01,card,2,North,67,0,True,184,1
ORD-101243,2025-05-06,10585,web,apparel,60.28,1,0,60.28,bnpl,1,North,1504,1,False,1899,0
ORD-101244,2025-10-31,10535,web,apparel,44.75,1,0,44.75,bnpl,1,London,750,2,True,618,0
ORD-101245,2025-01-01,10546,phone,electronics,275.81,2,0,551.62,paypal,4,South,1322,0,False,1451,0
ORD-101246,2025-07-28,10373,web,footwear,84.42,1,15,71.76,card,3,London,1161,1,False,255,1
ORD-101247,2025-02-23,10104,web,footwear,56.43,1,25,42.32,card,3,NI,1780,0,True,1997,0
ORD-101248,2025-09-12,10745,web,home,42.29,1,0,42.29,card,2,London,1111,2,False,942,0
ORD-101249,2025-04-08,10947,web,electronics,67.71,1,5,64.32,card,2,London,1686,0,False,636,0
ORD-101250,2025-11-07,11057,phone,electronics,332.14,1,20,265.71,card,2,London,2023,2,True,126,1
ORD-101251,2025-10-24,10924,web,electronics,202.11,2,0,404.22,card,1,Midlands,252,3,False,118,0
ORD-101252,2025-03-25,10748,web,footwear,66.22,1,0,66.22,card,2,North,2035,1,False,489,1
ORD-101253,2025-10-20,10604,web,electronics,86.5,3,0,259.5,card,1,Scotland,820,1,True,132,0
ORD-101254,2025-04-25,10162,web,apparel,63.4,2,5,120.46,voucher,2,London,381,1,False,412,1
